months,style,sku,size,pcs,rate,gross_amt
,JNE3679,JNE3679-TU-XXXL,1.00,456.25,433.00,5.00
,J0120,J0120-TP-L,1.00,387.50,368.00,2.00
,SET094,SET094-KR-NP-XL,1.00,1000.00,950.00,2.00
,J0197,J0197-TP-L,1.00,562.50,534.00,6.00
,J0172,J0172-TP-L,1.00,425.00,404.00,26.00
,JNE3645,JNE3645-TP-L,1.00,350.00,332.00,10.00
,J0300,J0300-TP-L,1.00,243.75,232.00,0.00
,SET290,SET290-KR-DPT-M,1.00,812.50,772.00,7.00
,SET321,SET321-KR-DPT-M,1.00,1037.50,986.00,69.00
,SHIPPING,SHIPPING,1.00,6375.00,6375.00,0.00
,SET230,SET230-KR-PP-XXL,1.00,850.00,850.00,1.00
,J0002,J0002-SKD-XXL,1.00,1350.00,1350.00,123.00
,SET306,SET306-KR-PP-XXL,1.00,737.50,738.00,56.00
,SET331,SET331-KR-NP-XXL,1.00,650.00,650.00,72.00
,SET285,SET285-KR-SHA-XXL,1.00,612.50,612.00,4.00
,J0006,J0006-SET-XXL,1.00,925.00,925.00,112.00
,J0159,J0159-DR-XXL,1.00,718.75,719.00,4.00
,J0101,J0101-DR-XXL,1.00,1056.25,1056.00,27.00
,J0085,J0085-TP-XXL,1.00,368.75,369.00,30.00
,JNE3785,JNE3785-KR-XXL,1.00,431.25,431.00,37.00
,JNE3750,JNE3750-KR-XXL,1.00,500.00,500.00,7.00
,JNE3627,JNE3627-KR-XXL,1.00,393.75,394.00,0.00
,J0178,J0178-TP-XXL,1.00,306.25,306.00,1.00
,JNE3648,JNE3648-TP-XXL,1.00,425.00,425.00,19.00
,J0300,J0300-TP-XXL,1.00,243.75,244.00,4.00
,SHIPPING,SHIPPING,1.00,2578.00,2578.00,0.00
,JNE3669,JNE3669-TU-XL,1.00,562.50,562.00,2.00
,JNE3688,JNE3688-TU-L,1.00,537.50,538.00,0.00
,JNE3674,JNE3674-TU-L,1.00,500.00,500.00,33.00
,J0077,J0077-SKD-S,1.00,1625.00,1625.00,13.00
,J0172,J0172-TP-L,2.00,425.00,850.00,26.00
,J0300,J0300-TP-L,1.00,243.75,244.00,0.00
,J0119,J0119-TP-L,1.00,500.00,500.00,62.00
,J0098,J0098-TP-L,1.00,431.25,431.00,4.00
,J0113,J0113-TP-L,1.00,500.00,500.00,3.00
,J0342,J0342-TP-L,1.00,500.00,500.00,2.00
,SET268,SET268-KR-NP-XXL,1.00,925.00,925.00,246.00
,J0202,J0202-TP-XXL,1.00,593.75,594.00,4.00
,JNE3660,JNE3660-TP-XL,1.00,387.50,388.00,25.00
,J0090,J0090-TP-XL,1.00,693.75,694.00,28.00
,J0202,J0202-TP-L,1.00,593.75,594.00,5.00
,J0120,J0120-TP-L,1.00,387.50,388.00,2.00
,JNE3670,JNE3670-TU-L,1.00,443.75,444.00,5.00
,JNE3665,JNE3665-TP-L,1.00,387.50,388.00,119.00
,JNE3678,JNE3678-TU-L,1.00,425.00,425.00,4.00
,JNE3744,JNE3744-TU-L,1.00,562.50,562.00,0.00
,JNE3679,JNE3679-TU-L,1.00,456.25,456.00,4.00
,JNE3684,JNE3684-TU-L,1.00,318.75,319.00,1.00
,SET268,SET268-KR-NP-L,1.00,925.00,925.00,134.00
,SET268,SET268-KR-NP-M,1.00,925.00,925.00,148.00
,SHIPPING,SHIPPING,1.00,3500.00,3500.00,0.00
,CMB5,CMB5-JNE3855,5.00,299.00,1495.00,0.00
,CMB5,CMB5-JNE3853,15.00,299.00,4485.00,0.00
,CMB5,CMB5-JNE3849,15.00,299.00,4485.00,0.00
,CMB5,CMB5-JNE3848,5.00,299.00,1495.00,0.00
,CMB5,CMB5-JNE3852,5.00,299.00,1495.00,0.00
,CMB5,CMB5-JNE3827,5.00,299.00,1495.00,0.00
,CMB5,CMB5-JNE3832,5.00,299.00,1495.00,0.00
,CMB5,CMB5-JNE3830,10.00,299.00,2990.00,0.00
,CMB5,CMB5-JNE3828,5.00,299.00,1495.00,0.00
,CMB5,CMB5-JNE3839,10.00,374.00,3740.00,0.00
,CMB5,CMB5-JNE3840,10.00,374.00,3740.00,0.00
,CMB5,CMB5-JNE3844,5.00,374.00,1870.00,0.00
,CMB5,CMB5-JNE3845,5.00,374.00,1870.00,0.00
,CMB5,CMB5-JNE3846,10.00,374.00,3740.00,0.00
,CMB5,CMB5-JNE3847,5.00,374.00,1870.00,0.00
,SET316,SET316-KR-DPT-XS,1.00,1312.50,1312.00,61.00
,SET316,SET316-KR-DPT-S,1.00,1312.50,1312.00,16.00
,SET316,SET316-KR-DPT-M,1.00,1312.50,1312.00,19.00
,SET316,SET316-KR-DPT-L,1.00,1312.50,1312.00,8.00
,SET316,SET316-KR-DPT-XL,1.00,1312.50,1312.00,6.00
,SET316,SET316-KR-DPT-XXL,1.00,1312.50,1312.00,0.00
,SET316,SET316-KR-DPT-XXXL,1.00,1312.50,1312.00,3.00
,SET323,SET323-KR-NP-XS,1.00,1162.50,1162.00,5.00
,SET323,SET323-KR-NP-S,1.00,1162.50,1162.00,5.00
,SET323,SET323-KR-NP-M,1.00,1162.50,1162.00,5.00
,SET323,SET323-KR-NP-L,1.00,1162.50,1162.00,4.00
,SET323,SET323-KR-NP-XL,1.00,1162.50,1162.00,5.00
,SET323,SET323-KR-NP-XXL,1.00,1162.50,1162.00,5.00
,SET323,SET323-KR-NP-XXXL,1.00,1162.50,1162.00,25.00
,JNE3771,JNE3771-KR-XS,1.00,525.00,525.00,43.00
,JNE3771,JNE3771-KR-S,1.00,525.00,525.00,28.00
,JNE3771,JNE3771-KR-M,1.00,525.00,525.00,94.00
,JNE3771,JNE3771-KR-L,1.00,525.00,525.00,88.00
,JNE3771,JNE3771-KR-XL,1.00,525.00,525.00,93.00
,JNE3771,JNE3771-KR-XXL,1.00,525.00,525.00,60.00
,JNE3771,JNE3771-KR-XXXL,1.00,525.00,525.00,33.00
,JNE3611,JNE3611-KR-XS,1.00,562.50,562.00,108.00
,JNE3611,JNE3611-KR-S,1.00,562.50,562.00,58.00
,JNE3611,JNE3611-KR-M,1.00,562.50,562.00,0.00
,JNE3611,JNE3611-KR-L,1.00,562.50,562.00,133.00
,JNE3611,JNE3611-KR-XL,1.00,562.50,562.00,34.00
,JNE3611,JNE3611-KR-XXL,1.00,562.50,562.00,7.00
,JNE3611,JNE3611-KR-XXXL,1.00,562.50,562.00,8.00
,SET306,SET306-KR-PP-XS,1.00,737.50,738.00,25.00
,SET306,SET306-KR-PP-S,1.00,737.50,738.00,11.00
,SET306,SET306-KR-PP-M,1.00,737.50,738.00,23.00
,SET306,SET306-KR-PP-L,1.00,737.50,738.00,42.00
,SET306,SET306-KR-PP-XL,1.00,737.50,738.00,59.00
,SET306,SET306-KR-PP-XXL,1.00,737.50,738.00,56.00
,SET306,SET306-KR-PP-XXXL,1.00,737.50,738.00,35.00
,SHIPPING,SHIPPING,1.00,16800.00,16800.00,0.00
,SET062,SET062-KR-SP-L,1.00,925.00,925.00,7.00
,SET062,SET062-KR-SP-M,1.00,925.00,925.00,5.00
,SET331,SET331-KR-NP-XXL,1.00,650.00,650.00,72.00
,SET331,SET331-KR-NP-L,1.00,650.00,650.00,51.00
,SET331,SET331-KR-NP-M,1.00,650.00,650.00,56.00
,SET331,SET331-KR-NP-S,1.00,650.00,650.00,85.00
,SET268,SET268-KR-NP-M,1.00,925.00,925.00,148.00
,SET268,SET268-KR-NP-L,1.00,925.00,925.00,134.00
,J0370,J0370-SKD-XXL,1.00,1237.50,1238.00,57.00
,J0370,J0370-SKD-XL,1.00,1237.50,1238.00,43.00
,J0370,J0370-SKD-L,1.00,1237.50,1238.00,40.00
,J0370,J0370-SKD-M,1.00,1237.50,1238.00,49.00
,J0370,J0370-SKD-S,1.00,1237.50,1238.00,46.00
,J0238,J0238-LCD-L,1.00,1937.50,1938.00,9.00
,J0252,J0252-SKD-XL,1.00,1037.50,1038.00,2.00
,J0131,J0131-KR-M,1.00,418.75,419.00,4.00
,J0131,J0131-KR-S,1.00,418.75,419.00,5.00
,SHIPPING,SHIPPING,1.00,3749.00,3749.00,0.00
,J0131,J0131-KR-XL,1.00,418.75,419.00,1.00
,J0252,J0252-SKD-XXL,1.00,1037.50,1038.00,10.00
,SET062,SET062-KR-SP-XL,1.00,925.00,925.00,53.00
,SET301,SET301-KR-PP-L,1.00,1312.50,1312.00,52.00
,J0131,J0131-KR-L,1.00,418.75,419.00,5.00
,SET326,SET326-KR-PP-XL,1.00,687.50,688.00,48.00
,SET326,SET326-KR-PP-L,1.00,687.50,688.00,32.00
,SET326,SET326-KR-PP-M,1.00,687.50,688.00,44.00
,SET268,SET268-KR-NP-S,1.00,925.00,925.00,309.00
,SET225,SET225-KR-NP-M,1.00,750.00,750.00,1.00
,SET301,SET301-KR-PP-M,1.00,1312.50,1312.00,61.00
,SET331,SET331-KR-NP-XXXL,1.00,650.00,650.00,48.00
,SET331,SET331-KR-NP-XL,1.00,650.00,650.00,38.00
,SET240,SET240-KR-PP-S,1.00,775.00,775.00,61.00
,SET306,SET306-KR-PP-M,1.00,737.50,738.00,23.00
,SET306,SET306-KR-PP-XXXL,1.00,737.50,738.00,35.00
,JNE3571,JNE3571-KR-M,1.00,425.00,425.00,135.00
,PJNE3445,PJNE3445-KR-5XL,1.00,537.50,538.00,37.00
,PJNE3445,PJNE3445-KR-4XL,1.00,537.50,538.00,38.00
,JNE3571,JNE3571-KR-XL,1.00,425.00,425.00,68.00
,SAR050,SAR050,1.00,598.50,598.00,1.00
,SAR049,SAR049,1.00,598.50,598.00,92.00
,SET062,SET062-KR-SP-XXL,1.00,925.00,925.00,63.00
,SHIPPING,SHIPPING,1.00,3749.00,3749.00,0.00
,JNE2009,JNE2009-KR-310-L,1.00,462.50,462.00,1.00
,JNE2009,JNE2009-KR-310-M,1.00,462.50,462.00,69.00
,JNE2009,JNE2009-KR-310-XL,1.00,462.50,462.00,5.00
,JNE2009,JNE2009-KR-310-XXL,1.00,462.50,462.00,2.00
,JNE3439,JNE3439-KR-L,1.00,350.00,350.00,57.00
,JNE3439,JNE3439-KR-M,1.00,350.00,350.00,116.00
,JNE3439,JNE3439-KR-XL,1.00,350.00,350.00,51.00
,JNE3439,JNE3439-KR-XXL,1.00,350.00,350.00,92.00
,JNE3440,JNE3440-KR-L,1.00,387.50,388.00,101.00
,JNE3440,JNE3440-KR-M,1.00,387.50,388.00,169.00
,JNE3440,JNE3440-KR-XL,1.00,387.50,388.00,168.00
,JNE3440,JNE3440-KR-XXL,1.00,387.50,388.00,251.00
,JNE3489,JNE3489-KR-L,1.00,387.50,388.00,0.00
,JNE3489,JNE3489-KR-M,1.00,387.50,388.00,0.00
,JNE3489,JNE3489-KR-XL,1.00,387.50,388.00,81.00
,JNE3489,JNE3489-KR-XXL,1.00,387.50,388.00,200.00
,JNE3528,JNE3528-KR-L,1.00,356.25,356.00,1.00
,JNE3528,JNE3528-KR-M,1.00,356.25,356.00,0.00
,JNE3528,JNE3528-KR-XL,1.00,356.25,356.00,1.00
,JNE3528,JNE3528-KR-XXL,1.00,356.25,356.00,1.00
,JNE3528,JNE3528-KR-XXXL,1.00,356.25,356.00,1.00
,JNE3561,JNE3561-KR-L,1.00,462.50,462.00,2.00
,JNE3561,JNE3561-KR-M,1.00,462.50,462.00,5.00
,JNE3561,JNE3561-KR-XL,1.00,462.50,462.00,4.00
,JNE3561,JNE3561-KR-XXL,1.00,462.50,462.00,16.00
,JNE3561,JNE3561-KR-XXXL,1.00,462.50,462.00,7.00
,SHIPPING,SHIPPING,1.00,4400.00,4400.00,0.00
,BTM002,BTM002-L,2.00,425.00,850.00,57.00
,BTM002,BTM002-M,1.00,425.00,425.00,35.00
,BTM002,BTM002-XL,1.00,425.00,425.00,59.00
,BTM005,BTM005-L,2.00,425.00,850.00,499.00
,BTM005,BTM005-M,1.00,425.00,425.00,327.00
,BTM005,BTM005-XL,1.00,425.00,425.00,130.00
,J0113,J0113-TP-M,1.00,500.00,500.00,11.00
,J0118,J0118-TP-L,1.00,425.00,425.00,61.00
,J0119,J0119-TP-L,1.00,500.00,500.00,62.00
,J0196,J0196-TP-L,1.00,537.50,538.00,8.00
,J0197,J0197-TP-M,1.00,562.50,562.00,3.00
,J0213,J0213-TP-M,1.00,537.50,538.00,18.00
,J0301,J0301-TP-L,1.00,387.50,388.00,3.00
,JNE2171,JNE2171-KR-437-XL,1.00,500.00,500.00,1.00
,JNE3225,JNE3225-KR-M,1.00,393.75,394.00,2.00
,JNE3404,JNE3404-KR-XL,1.00,462.50,462.00,0.00
,JNE3488,JNE3488-KR-M,1.00,356.25,356.00,3.00
,JNE3553,JNE3553-KR-XL,1.00,462.50,462.00,1.00
,JNE3560,JNE3560-KR-M,1.00,462.50,462.00,0.00
,JNE3571,JNE3571-KR-M,1.00,425.00,425.00,135.00
,JNE3605,JNE3605-KR-XL,1.00,462.50,462.00,5.00
,JNE3640,JNE3640-TP-M,1.00,425.00,425.00,131.00
,JNE3669,JNE3669-TU-L,1.00,562.50,562.00,1.00
,JNE3671,JNE3671-TU-M,1.00,500.00,500.00,15.00
,JNE3680,JNE3680-TU-L,1.00,462.50,462.00,4.00
,JNE3686,JNE3686-TU-L,1.00,456.25,456.00,4.00
,JNE3697,JNE3697-KR-M,1.00,462.50,462.00,11.00
,JNE3708,JNE3708-TU-L,1.00,650.00,650.00,4.00
,SHIPPING,SHIPPING,1.00,3080.00,3080.00,0.00
,SET110,SET110-KR-PP-L,1.00,825.00,825.00,39.00
,J0306,J0306-DR-M,1.00,650.00,650.00,12.00
,J0091,J0091-TP-XXL,1.00,306.25,306.00,45.00
,J0148,J0148-SET-L,1.00,856.25,856.00,7.00
,JNE3160,JNE3160-KR-M,2.00,687.50,1375.00,13.00
,JNE3399,JNE3399-KR-XXL,1.00,587.50,588.00,4.00
,J0236,J0236-SKD-L,1.00,1237.50,1238.00,6.00
,J0236,J0236-SKD-XL,1.00,1237.50,1238.00,5.00
,J0006,J0006-SET-M,1.00,925.00,925.00,183.00
,J0230,J0230-SKD-L,1.00,1425.00,1425.00,55.00
,J0230,J0230-SKD-XXL,1.00,1425.00,1425.00,7.00
,SHIPPING,SHIPPING,1.00,1600.00,1600.00,0.00
,J0148,J0148-SET-XXXL,1.00,856.25,856.00,51.00
,J0371,J0371-SKD-L,1.00,1237.50,1238.00,0.00
,JNE3555,JNE3555-KR-L,1.00,462.50,462.00,3.00
,JNE3558,JNE3558-KR-M,1.00,356.25,356.00,1.00
,JNE3558,JNE3558-KR-S,1.00,356.25,356.00,1.00
,JNE3561,JNE3561-KR-M,1.00,462.50,462.00,5.00
,JNE3561,JNE3561-KR-S,1.00,462.50,462.00,17.00
,JNE3566,JNE3566-KR-M,1.00,462.50,462.00,30.00
,JNE3566,JNE3566-KR-S,1.00,462.50,462.00,55.00
,JNE3570,JNE3570-KR-L,1.00,368.75,369.00,1.00
,JNE3570,JNE3570-KR-XS,1.00,368.75,369.00,2.00
,JNE3573,JNE3573-KR-M,1.00,456.25,456.00,1.00
,JNE3573,JNE3573-KR-XL,1.00,456.25,456.00,2.00
,JNE3630,JNE3630-KR-M,1.00,462.50,462.00,30.00
,JNE3750,JNE3750-KR-L,1.00,500.00,500.00,0.00
,JNE3750,JNE3750-KR-M,1.00,500.00,500.00,2.00
,JNE3752,JNE3752-KR-M,1.00,431.25,431.00,3.00
,JNE3796,JNE3796-KR-XS,1.00,431.25,431.00,27.00
,JNE3819,JNE3819-KR-XL,1.00,650.00,650.00,4.00
,NW029,NW029-ST-SR-S,1.00,556.25,556.00,9.00
,NW031,NW031-TP-PJ-S,1.00,743.75,744.00,31.00
,SET263,SET263-KR-NP-S,1.00,775.00,775.00,44.00
,SET343,SET343-KR-NP-M,1.00,1237.50,1238.00,37.00
,SHIPPING,SHIPPING,1.00,5270.00,5270.00,0.00
,J0328,J0328-KR-L,1.00,1037.50,1038.00,6.00
,J0328,J0328-KR-M,1.00,1037.50,1038.00,0.00
,J0328,J0328-KR-S,2.00,1037.50,2075.00,0.00
,J0328,J0328-KR-XL,1.00,1037.50,1038.00,0.00
,J0328,J0328-KR-XS,1.00,1037.50,1038.00,11.00
,J0328,J0328-KR-XXXL,1.00,1037.50,1038.00,3.00
,JNE3363,JNE3363-KR-1032-M,1.00,425.00,425.00,4.00
,JNE3363,JNE3363-KR-1032-XS,1.00,425.00,425.00,51.00
,JNE3404,JNE3404-KR-M,1.00,462.50,462.00,9.00
,JNE3404,JNE3404-KR-XL,1.00,462.50,462.00,0.00
,JNE3548,JNE3548-KR-L,2.00,462.50,925.00,98.00
,JNE3548,JNE3548-KR-M,2.00,462.50,925.00,110.00
,JNE3548,JNE3548-KR-XS,1.00,462.50,462.00,4.00
,JNE3548,JNE3548-KR-XXXL,1.00,462.50,462.00,74.00
,JNE3556,JNE3556-KR-XL,2.00,462.50,925.00,41.00
,JNE3559,JNE3559-KR-XL,1.00,462.50,462.00,47.00
,JNE3624,JNE3624-KR-XL,1.00,462.50,462.00,0.00
,JNE3750,JNE3750-KR-S,1.00,500.00,500.00,18.00
,SHIPPING,SHIPPING,1.00,5270.00,5270.00,0.00
,SET252,SET252-KR-PP-M.,1.00,887.50,888.00,0.00
,SET386,SET386-KR-NP-M,1.00,925.00,925.00,8.00
,SET383,SET383-KR-NP-L,1.00,925.00,925.00,15.00
,JNE3816,JNE3816-KR-XL,1.00,650.00,650.00,0.00
,JNE3856,JNE3856-KR-L,1.00,687.50,688.00,57.00
,SET385,SET385-KR-NP-XL,1.00,925.00,925.00,10.00
,SET384,SET384-KR-NP-XXL,1.00,925.00,925.00,62.00
,JNE3807,JNE3807-KR-XXL,1.00,687.50,688.00,0.00
,J0352,J0352-KR-XXL,1.00,650.00,650.00,10.00
,SET397,SET397-KR-NP-XL,1.00,1350.00,1350.00,4.00
,SET395,SET395-KR-NP-M,1.00,1275.00,1275.00,79.00
,SET395,SET395-KR-NP-XXL,1.00,1275.00,1275.00,69.00
,SET341,SET341-KR-NP-M,1.00,1312.50,1312.00,53.00
,SET341,SET341-KR-NP-XXL,1.00,1312.50,1312.00,44.00
,SET343,SET343-KR-NP-M,1.00,1237.50,1238.00,37.00
,SET343,SET343-KR-NP-XL,1.00,1237.50,1238.00,31.00
,SET343,SET343-KR-NP-XXXL,1.00,1237.50,1238.00,27.00
,SET394,SET394-KR-NP-L,1.00,1475.00,1475.00,37.00
,SET342,SET342-KR-NP-L,1.00,1237.50,1238.00,38.00
,JNE3837,JNE3837-KR-L,1.00,650.00,650.00,52.00
,JNE3837,JNE3837-KR-XXL,1.00,650.00,650.00,59.00
,JNE3675,JNE3675-TU-M,1.00,425.00,425.00,8.00
,JNE3675,JNE3675-TU-L,1.00,425.00,425.00,4.00
,JNE3675,JNE3675-TU-XL,1.00,425.00,425.00,3.00
,JNE3675,JNE3675-TU-XXXL,1.00,425.00,425.00,8.00
,SET279,SET279-LC-M,1.00,975.00,975.00,13.00
,SET279,SET279-LC-L,1.00,975.00,975.00,40.00
,SET279,SET279-LC-XL,1.00,975.00,975.00,51.00
,SET279,SET279-LC-XXXL,1.00,975.00,975.00,20.00
,J0174,J0174-TP-M,1.00,481.25,481.00,1.00
,J0174,J0174-TP-L,1.00,481.25,481.00,3.00
,J0174,J0174-TP-XL,1.00,481.25,481.00,1.00
,J0174,J0174-TP-XXXL,1.00,481.25,481.00,1.00
,J0306,J0306-DR-M,1.00,650.00,650.00,12.00
,J0306,J0306-DR-L,1.00,650.00,650.00,29.00
,J0306,J0306-DR-XL,1.00,650.00,650.00,5.00
,J0306,J0306-DR-XXXL,1.00,650.00,650.00,8.00
,JNE3709,JNE3709-DR-M,1.00,1075.00,1075.00,10.00
,JNE3709,JNE3709-DR-L,1.00,1075.00,1075.00,18.00
,JNE3709,JNE3709-DR-XL,1.00,1075.00,1075.00,13.00
,JNE3709,JNE3709-DR-XXXL,1.00,1075.00,1075.00,7.00
,J0396,J0396-DR-L,1.00,850.00,850.00,0.00
,SHIPPING,SHIPPING,1.00,8750.00,8750.00,0.00
,SET252,SET252-KR-PP-L,3.00,887.50,2662.00,311.00
,SET252,SET252-KR-PP-S.,2.00,887.50,1775.00,0.00
,SET252,SET252-KR-PP-M.,1.00,887.50,888.00,0.00
,SET252,SET252-KR-PP-XXL,1.00,887.50,888.00,143.00
,SET251,SET251-KR-PP-XS,1.00,887.50,888.00,78.00
,SET251,SET251-KR-PP-L,1.00,887.50,888.00,52.00
,SET251,SET251-KR-PP-M,1.00,887.50,888.00,16.00
,SHIPPING,SHIPPING,1.00,1860.00,1860.00,0.00
,SET336,SET336-KR-NP-S,1.00,1081.25,1081.00,4.00
,SET336,SET336-KR-NP-M,1.00,1081.25,1081.00,3.00
,SET336,SET336-KR-NP-L,1.00,1081.25,1081.00,5.00
,J0278,J0278-SET-S,1.00,968.75,969.00,10.00
,J0278,J0278-SET-L,1.00,968.75,969.00,4.00
,SET221,SET221-KR-NP-S,1.00,968.75,969.00,26.00
,SET221,SET221-KR-NP-M,1.00,968.75,969.00,22.00
,SET221,SET221-KR-NP-L,1.00,968.75,969.00,3.00
,SET233,SET233-KR-PP-S,1.00,718.75,719.00,22.00
,SET233,SET233-KR-PP-M,1.00,718.75,719.00,5.00
,J0130,J0130-SET-S,1.00,868.75,869.00,8.00
,JNE3567,JNE3567-KR-S,1.00,425.00,425.00,244.00
,JNE3567,JNE3567-KR-M,1.00,425.00,425.00,0.00
,JNE3567,JNE3567-KR-L,1.00,425.00,425.00,0.00
,JNE3750,JNE3750-KR-S,1.00,500.00,500.00,18.00
,JNE3750,JNE3750-KR-M,1.00,500.00,500.00,2.00
,JNE3750,JNE3750-KR-L,1.00,500.00,500.00,0.00
,SHIPPING,SHIPPING,1.00,3000.00,3000.00,0.00
,J0224,J0224-SKD-L,1.00,1862.50,1788.00,54.00
,J0224,J0224-SKD-M,1.00,1862.50,1788.00,55.00
,J0224,J0224-SKD-S,1.00,1862.50,1788.00,62.00
,J0224,J0224-SKD-XL,1.00,1862.50,1788.00,50.00
,J0224,J0224-SKD-XS,1.00,1862.50,1788.00,43.00
,J0224,J0224-SKD-XXL,1.00,1862.50,1788.00,47.00
,J0224,J0224-SKD-XXXL,1.00,1862.50,1788.00,46.00
,J0225,J0225-SKD-L,1.00,1737.50,1668.00,40.00
,J0225,J0225-SKD-M,1.00,1737.50,1668.00,30.00
,J0225,J0225-SKD-S,1.00,1737.50,1668.00,52.00
,J0225,J0225-SKD-XL,1.00,1737.50,1668.00,36.00
,J0225,J0225-SKD-XS,1.00,1737.50,1668.00,50.00
,J0225,J0225-SKD-XXL,1.00,1737.50,1668.00,45.00
,J0225,J0225-SKD-XXXL,1.00,1737.50,1668.00,20.00
,J0375,J0375-SKD-L,1.00,1475.00,1416.00,41.00
,J0375,J0375-SKD-M,1.00,1475.00,1416.00,36.00
,J0375,J0375-SKD-S,1.00,1475.00,1416.00,37.00
,J0375,J0375-SKD-XL,1.00,1475.00,1416.00,32.00
,J0375,J0375-SKD-XS,1.00,1475.00,1416.00,36.00
,J0375,J0375-SKD-XXL,1.00,1475.00,1416.00,35.00
,J0375,J0375-SKD-XXXL,1.00,1475.00,1416.00,27.00
,J0398,J0398-DR-L,1.00,887.50,852.00,13.00
,J0398,J0398-DR-M,1.00,887.50,852.00,5.00
,J0398,J0398-DR-S,1.00,887.50,852.00,2.00
,J0398,J0398-DR-XL,1.00,887.50,852.00,26.00
,J0398,J0398-DR-XS,1.00,887.50,852.00,23.00
,J0398,J0398-DR-XXL,1.00,887.50,852.00,30.00
,J0398,J0398-DR-XXXL,1.00,887.50,852.00,0.00
,JNE3252,JNE3252-KR-L,1.00,475.00,456.00,45.00
,JNE3252,JNE3252-KR-M,1.00,475.00,456.00,134.00
,JNE3252,JNE3252-KR-S,1.00,475.00,456.00,71.00
,JNE3252,JNE3252-KR-XL,1.00,475.00,456.00,120.00
,JNE3252,JNE3252-KR-XS,1.00,475.00,456.00,65.00
,JNE3252,JNE3252-KR-XXL,1.00,475.00,456.00,88.00
,JNE3252,JNE3252-KR-XXXL,1.00,475.00,456.00,96.00
,JNE3807,JNE3807-KR-L,1.00,687.50,660.00,1.00
,JNE3807,JNE3807-KR-M,1.00,687.50,660.00,5.00
,JNE3807,JNE3807-KR-SC,1.00,687.50,660.00,0.00
,JNE3807,JNE3807-KR-XL,1.00,687.50,660.00,0.00
,JNE3807,JNE3807-KR-XS,1.00,687.50,660.00,7.00
,JNE3807,JNE3807-KR-XXL,1.00,687.50,660.00,0.00
,JNE3807,JNE3807-KR-XXXL,1.00,687.50,660.00,5.00
,JNE3816,JNE3816-KR-L,1.00,650.00,624.00,0.00
,JNE3816,JNE3816-KR-M,1.00,650.00,624.00,4.00
,JNE3816,JNE3816-KR-S,1.00,650.00,624.00,7.00
,JNE3816,JNE3816-KR-XL,1.00,650.00,624.00,0.00
,JNE3816,JNE3816-KR-XS,1.00,650.00,624.00,13.00
,JNE3816,JNE3816-KR-XXL,1.00,650.00,624.00,1.00
,JNE3816,JNE3816-KR-XXXL,1.00,650.00,624.00,3.00
,JNE3833,JNE3833-KR-L,1.00,650.00,624.00,2.00
,JNE3833,JNE3833-KR-M,1.00,650.00,624.00,4.00
,JNE3833,JNE3833-KR-S,1.00,650.00,624.00,3.00
,JNE3833,JNE3833-KR-XL,1.00,650.00,624.00,3.00
,JNE3833,JNE3833-KR-XS,1.00,650.00,624.00,9.00
,JNE3833,JNE3833-KR-XXL,1.00,650.00,624.00,3.00
,JNE3833,JNE3833-KR-XXXL,1.00,650.00,624.00,4.00
,JNE3834,JNE3834-KR-L,1.00,650.00,624.00,2.00
,JNE3834,JNE3834-KR-M,1.00,650.00,624.00,2.00
,JNE3834,JNE3834-KR-S,1.00,650.00,624.00,7.00
,JNE3834,JNE3834-KR-XL,1.00,650.00,624.00,2.00
,JNE3834,JNE3834-KR-XS,1.00,650.00,624.00,6.00
,JNE3834,JNE3834-KR-XXL,1.00,650.00,624.00,0.00
,JNE3834,JNE3834-KR-XXXL,1.00,650.00,624.00,4.00
,JNE3835,JNE3835-KR-L,1.00,650.00,624.00,1.00
,JNE3835,JNE3835-KR-M,1.00,650.00,624.00,5.00
,JNE3835,JNE3835-KR-S,1.00,650.00,624.00,4.00
,JNE3835,JNE3835-KR-XL,1.00,650.00,624.00,0.00
,JNE3835,JNE3835-KR-XS,1.00,650.00,624.00,5.00
,JNE3835,JNE3835-KR-XXL,1.00,650.00,624.00,1.00
,JNE3835,JNE3835-KR-XXXL,1.00,650.00,624.00,2.00
,JNE3836,JNE3836-KR-L,1.00,650.00,624.00,1.00
,JNE3836,JNE3836-KR-M,1.00,650.00,624.00,5.00
,JNE3836,JNE3836-KR-S,1.00,650.00,624.00,9.00
,JNE3836,JNE3836-KR-XL,1.00,650.00,624.00,4.00
,JNE3836,JNE3836-KR-XS,1.00,650.00,624.00,12.00
,JNE3836,JNE3836-KR-XXL,1.00,650.00,624.00,6.00
,JNE3836,JNE3836-KR-XXXL,1.00,650.00,624.00,1.00
,JNE3856,JNE3856-KR-L,1.00,687.50,660.00,57.00
,JNE3856,JNE3856-KR-M,1.00,687.50,660.00,50.00
,JNE3856,JNE3856-KR-S,1.00,687.50,660.00,38.00
,JNE3856,JNE3856-KR-XL,1.00,687.50,660.00,53.00
,JNE3856,JNE3856-KR-XS,1.00,687.50,660.00,27.00
,JNE3856,JNE3856-KR-XXL,1.00,687.50,660.00,63.00
,JNE3856,JNE3856-KR-XXXL,1.00,687.50,660.00,53.00
,JNE3863,JNE3863-TU-L,1.00,500.00,480.00,9.00
,JNE3863,JNE3863-TU-M,1.00,500.00,480.00,5.00
,JNE3863,JNE3863-TU-S,1.00,500.00,480.00,41.00
,JNE3863,JNE3863-TU-XL,1.00,500.00,480.00,18.00
