months,style,sku,size,pcs,rate,gross_amt
2022-02-01,SET110,SET110-KR-PP-L,L,1.00,825.00,825.00
2022-02-01,J0306,J0306-DR-M,M,1.00,650.00,650.00
2022-02-01,J0091,J0091-TP-XXL,XXL,1.00,306.25,306.00
2022-02-01,J0148,J0148-SET-L,L,1.00,856.25,856.00
2022-02-01,JNE3160,JNE3160-KR-M,M,2.00,687.50,1375.00
2022-02-01,JNE3399,JNE3399-KR-XXL,XXL,1.00,587.50,588.00
2022-02-01,J0236,J0236-SKD-L,L,1.00,1237.50,1238.00
2022-02-01,J0236,J0236-SKD-XL,XL,1.00,1237.50,1238.00
2022-02-01,J0006,J0006-SET-M,M,1.00,925.00,925.00
2022-02-01,J0230,J0230-SKD-L,L,1.00,1425.00,1425.00
2022-02-01,J0230,J0230-SKD-XXL,XXL,1.00,1425.00,1425.00
2022-02-01,J0148,J0148-SET-XXXL,XXXL,1.00,856.25,856.00
2022-02-01,J0371,J0371-SKD-L,L,1.00,1237.50,1238.00
2022-02-01,JNE3555,JNE3555-KR-L,L,1.00,462.50,462.00
2022-02-01,JNE3558,JNE3558-KR-M,M,1.00,356.25,356.00
2022-02-01,JNE3558,JNE3558-KR-S,S,1.00,356.25,356.00
2022-02-01,JNE3561,JNE3561-KR-M,M,1.00,462.50,462.00
2022-02-01,JNE3561,JNE3561-KR-S,S,1.00,462.50,462.00
2022-02-01,JNE3566,JNE3566-KR-M,M,1.00,462.50,462.00
2022-02-01,JNE3566,JNE3566-KR-S,S,1.00,462.50,462.00
2022-02-01,JNE3570,JNE3570-KR-L,L,1.00,368.75,369.00
2022-02-01,JNE3570,JNE3570-KR-XS,XS,1.00,368.75,369.00
2022-02-01,JNE3573,JNE3573-KR-M,M,1.00,456.25,456.00
2022-02-01,JNE3573,JNE3573-KR-XL,XL,1.00,456.25,456.00
2022-02-01,JNE3630,JNE3630-KR-M,M,1.00,462.50,462.00
2022-02-01,JNE3750,JNE3750-KR-L,L,1.00,500.00,500.00
2022-02-01,JNE3750,JNE3750-KR-M,M,1.00,500.00,500.00
2022-02-01,JNE3752,JNE3752-KR-M,M,1.00,431.25,431.00
2022-02-01,JNE3796,JNE3796-KR-XS,XS,1.00,431.25,431.00
2022-02-01,JNE3819,JNE3819-KR-XL,XL,1.00,650.00,650.00
2022-02-01,NW029,NW029-ST-SR-S,S,1.00,556.25,556.00
2022-02-01,NW031,NW031-TP-PJ-S,S,1.00,743.75,744.00
2022-02-01,SET263,SET263-KR-NP-S,S,1.00,775.00,775.00
2022-02-01,SET343,SET343-KR-NP-M,M,1.00,1237.50,1238.00
2022-02-01,J0328,J0328-KR-L,L,1.00,1037.50,1038.00
2022-02-01,J0328,J0328-KR-M,M,1.00,1037.50,1038.00
2022-02-01,J0328,J0328-KR-S,S,2.00,1037.50,2075.00
2022-02-01,J0328,J0328-KR-XL,XL,1.00,1037.50,1038.00
2022-02-01,J0328,J0328-KR-XS,XS,1.00,1037.50,1038.00
2022-02-01,J0328,J0328-KR-XXXL,XXXL,1.00,1037.50,1038.00
2022-02-01,JNE3363,JNE3363-KR-1032-M,M,1.00,425.00,425.00
2022-02-01,JNE3363,JNE3363-KR-1032-XS,XS,1.00,425.00,425.00
2022-02-01,JNE3404,JNE3404-KR-M,M,1.00,462.50,462.00
2022-02-01,JNE3404,JNE3404-KR-XL,XL,1.00,462.50,462.00
2022-02-01,JNE3548,JNE3548-KR-L,L,2.00,462.50,925.00
2022-02-01,JNE3548,JNE3548-KR-M,M,2.00,462.50,925.00
2022-02-01,JNE3548,JNE3548-KR-XS,XS,1.00,462.50,462.00
2022-02-01,JNE3548,JNE3548-KR-XXXL,XXXL,1.00,462.50,462.00
2022-02-01,JNE3556,JNE3556-KR-XL,XL,2.00,462.50,925.00
2022-02-01,JNE3559,JNE3559-KR-XL,XL,1.00,462.50,462.00
2022-02-01,JNE3624,JNE3624-KR-XL,XL,1.00,462.50,462.00
2022-02-01,JNE3750,JNE3750-KR-S,S,1.00,500.00,500.00
2022-02-01,SET252,SET252-KR-PP-M.,M,1.00,887.50,888.00
2022-02-01,SET386,SET386-KR-NP-M,M,1.00,925.00,925.00
2022-02-01,SET383,SET383-KR-NP-L,L,1.00,925.00,925.00
2022-02-01,JNE3816,JNE3816-KR-XL,XL,1.00,650.00,650.00
2022-02-01,JNE3856,JNE3856-KR-L,L,1.00,687.50,688.00
2022-02-01,SET385,SET385-KR-NP-XL,XL,1.00,925.00,925.00
2022-02-01,SET384,SET384-KR-NP-XXL,XXL,1.00,925.00,925.00
2022-02-01,JNE3807,JNE3807-KR-XXL,XXL,1.00,687.50,688.00
2022-02-01,J0352,J0352-KR-XXL,XXL,1.00,650.00,650.00
2022-02-01,SET397,SET397-KR-NP-XL,XL,1.00,1350.00,1350.00
2022-02-01,SET395,SET395-KR-NP-M,M,1.00,1275.00,1275.00
2022-02-01,SET395,SET395-KR-NP-XXL,XXL,1.00,1275.00,1275.00
2022-02-01,SET341,SET341-KR-NP-M,M,1.00,1312.50,1312.00
2022-02-01,SET341,SET341-KR-NP-XXL,XXL,1.00,1312.50,1312.00
2022-02-01,SET343,SET343-KR-NP-M,M,1.00,1237.50,1238.00
2022-02-01,SET343,SET343-KR-NP-XL,XL,1.00,1237.50,1238.00
2022-02-01,SET343,SET343-KR-NP-XXXL,XXXL,1.00,1237.50,1238.00
2022-02-01,SET394,SET394-KR-NP-L,L,1.00,1475.00,1475.00
2022-02-01,SET342,SET342-KR-NP-L,L,1.00,1237.50,1238.00
2022-02-01,JNE3837,JNE3837-KR-L,L,1.00,650.00,650.00
2022-02-01,JNE3837,JNE3837-KR-XXL,XXL,1.00,650.00,650.00
2022-02-01,JNE3675,JNE3675-TU-M,M,1.00,425.00,425.00
2022-02-01,JNE3675,JNE3675-TU-L,L,1.00,425.00,425.00
2022-02-01,JNE3675,JNE3675-TU-XL,XL,1.00,425.00,425.00
2022-02-01,JNE3675,JNE3675-TU-XXXL,XXXL,1.00,425.00,425.00
2022-02-01,SET279,SET279-LC-M,M,1.00,975.00,975.00
2022-02-01,SET279,SET279-LC-L,L,1.00,975.00,975.00
2022-02-01,SET279,SET279-LC-XL,XL,1.00,975.00,975.00
2022-02-01,SET279,SET279-LC-XXXL,XXXL,1.00,975.00,975.00
2022-02-01,J0174,J0174-TP-M,M,1.00,481.25,481.00
2022-02-01,J0174,J0174-TP-L,L,1.00,481.25,481.00
2022-02-01,J0174,J0174-TP-XL,XL,1.00,481.25,481.00
2022-02-01,J0174,J0174-TP-XXXL,XXXL,1.00,481.25,481.00
2022-02-01,J0306,J0306-DR-M,M,1.00,650.00,650.00
2022-02-01,J0306,J0306-DR-L,L,1.00,650.00,650.00
2022-02-01,J0306,J0306-DR-XL,XL,1.00,650.00,650.00
2022-02-01,J0306,J0306-DR-XXXL,XXXL,1.00,650.00,650.00
2022-02-01,JNE3709,JNE3709-DR-M,M,1.00,1075.00,1075.00
2022-02-01,JNE3709,JNE3709-DR-L,L,1.00,1075.00,1075.00
2022-02-01,JNE3709,JNE3709-DR-XL,XL,1.00,1075.00,1075.00
2022-02-01,JNE3709,JNE3709-DR-XXXL,XXXL,1.00,1075.00,1075.00
2022-02-01,J0396,J0396-DR-L,L,1.00,850.00,850.00
2022-02-01,SET252,SET252-KR-PP-L,L,3.00,887.50,2662.00
2022-02-01,SET252,SET252-KR-PP-S.,S,2.00,887.50,1775.00
2022-02-01,SET252,SET252-KR-PP-M.,M,1.00,887.50,888.00
2022-02-01,SET252,SET252-KR-PP-XXL,XXL,1.00,887.50,888.00
2022-02-01,SET251,SET251-KR-PP-XS,XS,1.00,887.50,888.00
2022-02-01,SET251,SET251-KR-PP-L,L,1.00,887.50,888.00
2022-02-01,SET251,SET251-KR-PP-M,M,1.00,887.50,888.00
2022-02-01,SET336,SET336-KR-NP-S,S,1.00,1081.25,1081.00
2022-02-01,SET336,SET336-KR-NP-M,M,1.00,1081.25,1081.00
2022-02-01,SET336,SET336-KR-NP-L,L,1.00,1081.25,1081.00
2022-02-01,J0278,J0278-SET-S,S,1.00,968.75,969.00
2022-02-01,J0278,J0278-SET-L,L,1.00,968.75,969.00
2022-02-01,SET221,SET221-KR-NP-S,S,1.00,968.75,969.00
2022-02-01,SET221,SET221-KR-NP-M,M,1.00,968.75,969.00
2022-02-01,SET221,SET221-KR-NP-L,L,1.00,968.75,969.00
2022-02-01,SET233,SET233-KR-PP-S,S,1.00,718.75,719.00
2022-02-01,SET233,SET233-KR-PP-M,M,1.00,718.75,719.00
2022-02-01,J0130,J0130-SET-S,S,1.00,868.75,869.00
2022-02-01,JNE3567,JNE3567-KR-S,S,1.00,425.00,425.00
2022-02-01,JNE3567,JNE3567-KR-M,M,1.00,425.00,425.00
2022-02-01,JNE3567,JNE3567-KR-L,L,1.00,425.00,425.00
2022-02-01,JNE3750,JNE3750-KR-S,S,1.00,500.00,500.00
2022-02-01,JNE3750,JNE3750-KR-M,M,1.00,500.00,500.00
2022-02-01,JNE3750,JNE3750-KR-L,L,1.00,500.00,500.00
2022-02-01,J0224,J0224-SKD-L,L,1.00,1862.50,1788.00
2022-02-01,J0224,J0224-SKD-M,M,1.00,1862.50,1788.00
2022-02-01,J0224,J0224-SKD-S,S,1.00,1862.50,1788.00
2022-02-01,J0224,J0224-SKD-XL,XL,1.00,1862.50,1788.00
2022-02-01,J0224,J0224-SKD-XS,XS,1.00,1862.50,1788.00
2022-02-01,J0224,J0224-SKD-XXL,XXL,1.00,1862.50,1788.00
2022-02-01,J0224,J0224-SKD-XXXL,XXXL,1.00,1862.50,1788.00
2022-02-01,J0225,J0225-SKD-L,L,1.00,1737.50,1668.00
2022-02-01,J0225,J0225-SKD-M,M,1.00,1737.50,1668.00
2022-02-01,J0225,J0225-SKD-S,S,1.00,1737.50,1668.00
2022-02-01,J0225,J0225-SKD-XL,XL,1.00,1737.50,1668.00
2022-02-01,J0225,J0225-SKD-XS,XS,1.00,1737.50,1668.00
2022-02-01,J0225,J0225-SKD-XXL,XXL,1.00,1737.50,1668.00
2022-02-01,J0225,J0225-SKD-XXXL,XXXL,1.00,1737.50,1668.00
2022-02-01,J0375,J0375-SKD-L,L,1.00,1475.00,1416.00
2022-02-01,J0375,J0375-SKD-M,M,1.00,1475.00,1416.00
2022-02-01,J0375,J0375-SKD-S,S,1.00,1475.00,1416.00
2022-02-01,J0375,J0375-SKD-XL,XL,1.00,1475.00,1416.00
2022-02-01,J0375,J0375-SKD-XS,XS,1.00,1475.00,1416.00
2022-02-01,J0375,J0375-SKD-XXL,XXL,1.00,1475.00,1416.00
2022-02-01,J0375,J0375-SKD-XXXL,XXXL,1.00,1475.00,1416.00
2022-02-01,J0398,J0398-DR-L,L,1.00,887.50,852.00
2022-02-01,J0398,J0398-DR-M,M,1.00,887.50,852.00
2022-02-01,J0398,J0398-DR-S,S,1.00,887.50,852.00
2022-02-01,J0398,J0398-DR-XL,XL,1.00,887.50,852.00
2022-02-01,J0398,J0398-DR-XS,XS,1.00,887.50,852.00
2022-02-01,J0398,J0398-DR-XXL,XXL,1.00,887.50,852.00
2022-02-01,J0398,J0398-DR-XXXL,XXXL,1.00,887.50,852.00
2022-02-01,JNE3252,JNE3252-KR-L,L,1.00,475.00,456.00
2022-02-01,JNE3252,JNE3252-KR-M,M,1.00,475.00,456.00
2022-02-01,JNE3252,JNE3252-KR-S,S,1.00,475.00,456.00
2022-02-01,JNE3252,JNE3252-KR-XL,XL,1.00,475.00,456.00
2022-02-01,JNE3252,JNE3252-KR-XS,XS,1.00,475.00,456.00
2022-02-01,JNE3252,JNE3252-KR-XXL,XXL,1.00,475.00,456.00
2022-02-01,JNE3252,JNE3252-KR-XXXL,XXXL,1.00,475.00,456.00
2022-02-01,JNE3807,JNE3807-KR-L,L,1.00,687.50,660.00
2022-02-01,JNE3807,JNE3807-KR-M,M,1.00,687.50,660.00
2022-02-01,JNE3807,JNE3807-KR-SC,Free,1.00,687.50,660.00
2022-02-01,JNE3807,JNE3807-KR-XL,XL,1.00,687.50,660.00
2022-02-01,JNE3807,JNE3807-KR-XS,XS,1.00,687.50,660.00
2022-02-01,JNE3807,JNE3807-KR-XXL,XXL,1.00,687.50,660.00
2022-02-01,JNE3807,JNE3807-KR-XXXL,XXXL,1.00,687.50,660.00
2022-02-01,JNE3816,JNE3816-KR-L,L,1.00,650.00,624.00
2022-02-01,JNE3816,JNE3816-KR-M,M,1.00,650.00,624.00
2022-02-01,JNE3816,JNE3816-KR-S,S,1.00,650.00,624.00
2022-02-01,JNE3816,JNE3816-KR-XL,XL,1.00,650.00,624.00
2022-02-01,JNE3816,JNE3816-KR-XS,XS,1.00,650.00,624.00
2022-02-01,JNE3816,JNE3816-KR-XXL,XXL,1.00,650.00,624.00
2022-02-01,JNE3816,JNE3816-KR-XXXL,XXXL,1.00,650.00,624.00
2022-02-01,JNE3833,JNE3833-KR-L,L,1.00,650.00,624.00
2022-02-01,JNE3833,JNE3833-KR-M,M,1.00,650.00,624.00
2022-02-01,JNE3833,JNE3833-KR-S,S,1.00,650.00,624.00
2022-02-01,JNE3833,JNE3833-KR-XL,XL,1.00,650.00,624.00
2022-02-01,JNE3833,JNE3833-KR-XS,XS,1.00,650.00,624.00
2022-02-01,JNE3833,JNE3833-KR-XXL,XXL,1.00,650.00,624.00
2022-02-01,JNE3833,JNE3833-KR-XXXL,XXXL,1.00,650.00,624.00
2022-02-01,JNE3834,JNE3834-KR-L,L,1.00,650.00,624.00
2022-02-01,JNE3834,JNE3834-KR-M,M,1.00,650.00,624.00
2022-02-01,JNE3834,JNE3834-KR-S,S,1.00,650.00,624.00
2022-02-01,JNE3834,JNE3834-KR-XL,XL,1.00,650.00,624.00
2022-02-01,JNE3834,JNE3834-KR-XS,XS,1.00,650.00,624.00
2022-02-01,JNE3834,JNE3834-KR-XXL,XXL,1.00,650.00,624.00
2022-02-01,JNE3834,JNE3834-KR-XXXL,XXXL,1.00,650.00,624.00
2022-02-01,JNE3835,JNE3835-KR-L,L,1.00,650.00,624.00
2022-02-01,JNE3835,JNE3835-KR-M,M,1.00,650.00,624.00
2022-02-01,JNE3835,JNE3835-KR-S,S,1.00,650.00,624.00
2022-02-01,JNE3835,JNE3835-KR-XL,XL,1.00,650.00,624.00
2022-02-01,JNE3835,JNE3835-KR-XS,XS,1.00,650.00,624.00
2022-02-01,JNE3835,JNE3835-KR-XXL,XXL,1.00,650.00,624.00
2022-02-01,JNE3835,JNE3835-KR-XXXL,XXXL,1.00,650.00,624.00
2022-02-01,JNE3836,JNE3836-KR-L,L,1.00,650.00,624.00
2022-02-01,JNE3836,JNE3836-KR-M,M,1.00,650.00,624.00
2022-02-01,JNE3836,JNE3836-KR-S,S,1.00,650.00,624.00
2022-02-01,JNE3836,JNE3836-KR-XL,XL,1.00,650.00,624.00
2022-02-01,JNE3836,JNE3836-KR-XS,XS,1.00,650.00,624.00
2022-02-01,JNE3836,JNE3836-KR-XXL,XXL,1.00,650.00,624.00
2022-02-01,JNE3836,JNE3836-KR-XXXL,XXXL,1.00,650.00,624.00
2022-02-01,JNE3856,JNE3856-KR-L,L,1.00,687.50,660.00
2022-02-01,JNE3856,JNE3856-KR-M,M,1.00,687.50,660.00
2022-02-01,JNE3856,JNE3856-KR-S,S,1.00,687.50,660.00
2022-02-01,JNE3856,JNE3856-KR-XL,XL,1.00,687.50,660.00
2022-02-01,JNE3856,JNE3856-KR-XS,XS,1.00,687.50,660.00
2022-02-01,JNE3856,JNE3856-KR-XXL,XXL,1.00,687.50,660.00
2022-02-01,JNE3856,JNE3856-KR-XXXL,XXXL,1.00,687.50,660.00
2022-02-01,JNE3863,JNE3863-TU-L,L,1.00,500.00,480.00
2022-02-01,JNE3863,JNE3863-TU-M,M,1.00,500.00,480.00
2022-02-01,JNE3863,JNE3863-TU-S,S,1.00,500.00,480.00
2022-02-01,JNE3863,JNE3863-TU-XL,XL,1.00,500.00,480.00
2022-02-01,JNE3863,JNE3863-TU-XS,XS,1.00,500.00,480.00
2022-02-01,JNE3863,JNE3863-TU-XXL,XXL,1.00,500.00,480.00
2022-02-01,JNE3863,JNE3863-TU-XXXL,XXXL,1.00,500.00,480.00
2022-02-01,JNE3864,JNE3864-TU-L,L,1.00,537.50,516.00
2022-02-01,JNE3864,JNE3864-TU-M,M,1.00,537.50,516.00
2022-02-01,JNE3864,JNE3864-TU-S,S,1.00,537.50,516.00
2022-02-01,JNE3864,JNE3864-TU-XL,XL,1.00,537.50,516.00
2022-02-01,JNE3864,JNE3864-TU-XS,XS,1.00,537.50,516.00
2022-02-01,JNE3864,JNE3864-TU-XXL,XXL,1.00,537.50,516.00
2022-02-01,JNE3864,JNE3864-TU-XXXL,XXXL,1.00,537.50,516.00
2022-02-01,JNE3870,JNE3870-DR-L,L,1.00,687.50,660.00
2022-02-01,JNE3870,JNE3870-DR-M,M,1.00,687.50,660.00
2022-02-01,JNE3870,JNE3870-DR-S,S,1.00,687.50,660.00
2022-02-01,JNE3870,JNE3870-DR-XL,XL,1.00,687.50,660.00
2022-02-01,JNE3870,JNE3870-DR-XS,XS,1.00,687.50,660.00
2022-02-01,JNE3870,JNE3870-DR-XXL,XXL,1.00,687.50,660.00
2022-02-01,JNE3870,JNE3870-DR-XXXL,XXXL,1.00,687.50,660.00
2022-02-01,PJNE3252,PJNE3252-KR-4XL,4XL,1.00,775.00,744.00
2022-02-01,PJNE3252,PJNE3252-KR-5XL,5XL,1.00,775.00,744.00
2022-02-01,PJNE3252,PJNE3252-KR-6XL,6XL,1.00,775.00,744.00
2022-02-01,PSET268,PSET268-KR-NP-4XL,4XL,1.00,1075.00,1032.00
2022-02-01,PSET268,PSET268-KR-NP-5XL,5XL,1.00,1075.00,1032.00
2022-02-01,PSET268,PSET268-KR-NP-6XL,6XL,1.00,1075.00,1032.00
2022-02-01,SET268,SET268-KR-NP-L,L,1.00,925.00,888.00
2022-02-01,SET268,SET268-KR-NP-M,M,1.00,925.00,888.00
2022-02-01,SET268,SET268-KR-NP-S,S,1.00,925.00,888.00
2022-02-01,SET268,SET268-KR-NP-XL,XL,1.00,925.00,888.00
2022-02-01,SET268,SET268-KR-NP-XS,XS,1.00,925.00,888.00
2022-02-01,SET268,SET268-KR-NP-XXL,XXL,1.00,925.00,888.00
2022-02-01,SET268,SET268-KR-NP-XXXL,XXXL,1.00,925.00,888.00
2022-02-01,SET302,SET302-KR-PP-L,L,1.00,1037.50,996.00
2022-02-01,SET302,SET302-KR-PP-M,M,1.00,1037.50,996.00
2022-02-01,SET302,SET302-KR-PP-S,S,1.00,1037.50,996.00
2022-02-01,SET302,SET302-KR-PP-XL,XL,1.00,1037.50,996.00
2022-02-01,SET302,SET302-KR-PP-XS,XS,1.00,1037.50,996.00
2022-02-01,SET302,SET302-KR-PP-XXL,XXL,1.00,1037.50,996.00
2022-02-01,SET302,SET302-KR-PP-XXXL,XXXL,1.00,1037.50,996.00
2022-02-01,SET315,SET315-KR-PP-L,L,1.00,925.00,888.00
2022-02-01,SET315,SET315-KR-PP-M,M,1.00,925.00,888.00
2022-02-01,SET315,SET315-KR-PP-S,S,1.00,925.00,888.00
2022-02-01,SET315,SET315-KR-PP-XL,XL,1.00,925.00,888.00
2022-02-01,SET315,SET315-KR-PP-XS,XS,1.00,925.00,888.00
2022-02-01,SET315,SET315-KR-PP-XXL,XXL,1.00,925.00,888.00
2022-02-01,SET315,SET315-KR-PP-XXXL,XXXL,1.00,925.00,888.00
2022-02-01,SET317,SET317-KR-PP-L,L,1.00,1350.00,1296.00
2022-02-01,SET317,SET317-KR-PP-M,M,1.00,1350.00,1296.00
2022-02-01,SET317,SET317-KR-PP-S,S,1.00,1350.00,1296.00
2022-02-01,SET317,SET317-KR-PP-XL,XL,1.00,1350.00,1296.00
2022-02-01,SET317,SET317-KR-PP-XS,XS,1.00,1350.00,1296.00
2022-02-01,SET317,SET317-KR-PP-XXL,XXL,1.00,1350.00,1296.00
2022-02-01,SET317,SET317-KR-PP-XXXL,XXXL,1.00,1350.00,1296.00
2022-02-01,SET339,SET339-KR-NP-L,L,1.00,737.50,708.00
2022-02-01,SET339,SET339-KR-NP-M,M,1.00,737.50,708.00
2022-02-01,SET339,SET339-KR-NP-S,S,1.00,737.50,708.00
2022-02-01,SET339,SET339-KR-NP-XL,XL,1.00,737.50,708.00
2022-02-01,SET339,SET339-KR-NP-XS,XS,1.00,737.50,708.00
2022-02-01,SET339,SET339-KR-NP-XXL,XXL,1.00,737.50,708.00
2022-02-01,SET339,SET339-KR-NP-XXXL,XXXL,1.00,737.50,708.00
2022-02-01,SET342,SET342-KR-NP-L,L,1.00,1237.50,1188.00
2022-02-01,SET342,SET342-KR-NP-M,M,1.00,1237.50,1188.00
2022-02-01,SET342,SET342-KR-NP-S,S,1.00,1237.50,1188.00
2022-02-01,SET342,SET342-KR-NP-XL,XL,1.00,1237.50,1188.00
2022-02-01,SET342,SET342-KR-NP-XS,XS,1.00,1237.50,1188.00
2022-02-01,SET342,SET342-KR-NP-XXL,XXL,1.00,1237.50,1188.00
2022-02-01,SET342,SET342-KR-NP-XXXL,XXXL,1.00,1237.50,1188.00
2022-02-01,SET343,SET343-KR-NP-L,L,1.00,1237.50,1188.00
2022-02-01,SET343,SET343-KR-NP-M,M,1.00,1237.50,1188.00
2022-02-01,SET343,SET343-KR-NP-S,S,1.00,1237.50,1188.00
2022-02-01,SET343,SET343-KR-NP-XL,XL,1.00,1237.50,1188.00
2022-02-01,SET343,SET343-KR-NP-XS,XS,1.00,1237.50,1188.00
2022-02-01,SET343,SET343-KR-NP-XXL,XXL,1.00,1237.50,1188.00
2022-02-01,SET343,SET343-KR-NP-XXXL,XXXL,1.00,1237.50,1188.00
2022-02-01,SET347,SET347-KR-NP-L,L,1.00,925.00,888.00
2022-02-01,SET347,SET347-KR-NP-M,M,1.00,925.00,888.00
2022-02-01,SET347,SET347-KR-NP-S,S,1.00,925.00,888.00
2022-02-01,SET347,SET347-KR-NP-XL,XL,1.00,925.00,888.00
2022-02-01,SET347,SET347-KR-NP-XS,XS,1.00,925.00,888.00
2022-02-01,SET347,SET347-KR-NP-XXL,XXL,1.00,925.00,888.00
2022-02-01,SET347,SET347-KR-NP-XXXL,XXXL,1.00,925.00,888.00
2022-02-01,SET348,SET348-KR-NP-L,L,1.00,1312.50,1260.00
2022-02-01,SET348,SET348-KR-NP-M,M,1.00,1312.50,1260.00
2022-02-01,SET348,SET348-KR-NP-S,S,1.00,1312.50,1260.00
2022-02-01,SET348,SET348-KR-NP-XL,XL,1.00,1312.50,1260.00
2022-02-01,SET348,SET348-KR-NP-XS,XS,1.00,1312.50,1260.00
2022-02-01,SET348,SET348-KR-NP-XXL,XXL,1.00,1312.50,1260.00
2022-02-01,SET348,SET348-KR-NP-XXXL,XXXL,1.00,1312.50,1260.00
2022-02-01,SET349,SET349-KR-NP-L,L,1.00,1312.50,1260.00
2022-02-01,SET349,SET349-KR-NP-M,M,1.00,1312.50,1260.00
2022-02-01,SET349,SET349-KR-NP-S,S,1.00,1312.50,1260.00
2022-02-01,SET349,SET349-KR-NP-XL,XL,1.00,1312.50,1260.00
2022-02-01,SET349,SET349-KR-NP-XS,XS,1.00,1312.50,1260.00
2022-02-01,SET349,SET349-KR-NP-XXL,XXL,1.00,1312.50,1260.00
2022-02-01,SET349,SET349-KR-NP-XXXL,XXXL,1.00,1312.50,1260.00
2022-02-01,SET350,SET350-KR-NP-L,L,1.00,1512.50,1452.00
2022-02-01,SET350,SET350-KR-NP-M,M,1.00,1512.50,1452.00
2022-02-01,SET350,SET350-KR-NP-S,S,1.00,1512.50,1452.00
2022-02-01,SET350,SET350-KR-NP-XL,XL,1.00,1512.50,1452.00
2022-02-01,SET350,SET350-KR-NP-XS,XS,1.00,1512.50,1452.00
2022-02-01,SET350,SET350-KR-NP-XXL,XXL,1.00,1512.50,1452.00
2022-02-01,SET350,SET350-KR-NP-XXXL,XXXL,1.00,1512.50,1452.00
2022-02-01,SET355,SET355-KR-PP-L,L,1.00,1625.00,1560.00
2022-02-01,SET355,SET355-KR-PP-M,M,1.00,1625.00,1560.00
2022-02-01,SET355,SET355-KR-PP-S,S,1.00,1625.00,1560.00
2022-02-01,SET355,SET355-KR-PP-XL,XL,1.00,1625.00,1560.00
2022-02-01,SET355,SET355-KR-PP-XS,XS,1.00,1625.00,1560.00
2022-02-01,SET355,SET355-KR-PP-XXL,XXL,1.00,1625.00,1560.00
2022-02-01,SET355,SET355-KR-PP-XXXL,XXXL,1.00,1625.00,1560.00
2022-02-01,SET358,SET358-KR-NP-L,L,1.00,1550.00,1488.00
2022-02-01,SET358,SET358-KR-NP-M,M,1.00,1550.00,1488.00
2022-02-01,SET358,SET358-KR-NP-S,S,1.00,1550.00,1488.00
2022-02-01,SET358,SET358-KR-NP-XL,XL,1.00,1550.00,1488.00
2022-02-01,SET358,SET358-KR-NP-XS,XS,1.00,1550.00,1488.00
2022-02-01,SET358,SET358-KR-NP-XXL,XXL,1.00,1550.00,1488.00
2022-02-01,SET358,SET358-KR-NP-XXXL,XXXL,1.00,1550.00,1488.00
2022-02-01,SET373,SET373-KR-PP-L,L,1.00,1000.00,960.00
2022-02-01,SET373,SET373-KR-PP-M,M,1.00,1000.00,960.00
2022-02-01,SET373,SET373-KR-PP-S,S,1.00,1000.00,960.00
2022-02-01,SET373,SET373-KR-PP-XL,XL,1.00,1000.00,960.00
2022-02-01,SET373,SET373-KR-PP-XS,XS,1.00,1000.00,960.00
2022-02-01,SET373,SET373-KR-PP-XXL,XXL,1.00,1000.00,960.00
2022-02-01,SET373,SET373-KR-PP-XXXL,XXXL,1.00,1000.00,960.00
2022-02-01,SET375,SET375-KR-NP-L,L,1.00,737.50,708.00
2022-02-01,SET375,SET375-KR-NP-M,M,1.00,737.50,708.00
2022-02-01,SET375,SET375-KR-NP-S,S,1.00,737.50,708.00
2022-02-01,SET375,SET375-KR-NP-XL,XL,1.00,737.50,708.00
2022-02-01,SET375,SET375-KR-NP-XS,XS,1.00,737.50,708.00
2022-02-01,SET375,SET375-KR-NP-XXL,XXL,1.00,737.50,708.00
2022-02-01,SET375,SET375-KR-NP-XXL,XXL,1.00,737.50,708.00
2022-02-01,SET378,SET378-KR-NP-L,L,1.00,1512.50,1452.00
2022-02-01,SET378,SET378-KR-NP-M,M,1.00,1512.50,1452.00
2022-02-01,SET378,SET378-KR-NP-S,S,1.00,1512.50,1452.00
2022-02-01,SET378,SET378-KR-NP-XL,XL,1.00,1512.50,1452.00
2022-02-01,SET378,SET378-KR-NP-XS,XS,1.00,1512.50,1452.00
2022-02-01,SET378,SET378-KR-NP-XXL,XXL,1.00,1512.50,1452.00
2022-02-01,SET378,SET378-KR-NP-XXXL,XXXL,1.00,1512.50,1452.00
2022-02-01,SET380,SET380-KR-NP-L,L,1.00,1350.00,1296.00
2022-02-01,SET380,SET380-KR-NP-M,M,1.00,1350.00,1296.00
2022-02-01,SET380,SET380-KR-NP-S,S,1.00,1350.00,1296.00
2022-02-01,SET380,SET380-KR-NP-XL,XL,1.00,1350.00,1296.00
2022-02-01,SET380,SET380-KR-NP-XS,XS,1.00,1350.00,1296.00
2022-02-01,SET380,SET380-KR-NP-XXL,XXL,1.00,1350.00,1296.00
2022-02-01,SET380,SET380-KR-NP-XXXL,XXXL,1.00,1350.00,1296.00
2022-02-01,SET394,SET394-KR-NP-L,L,1.00,1475.00,1416.00
2022-02-01,SET394,SET394-KR-NP-M,M,1.00,1475.00,1416.00
2022-02-01,SET394,SET394-KR-NP-S,S,1.00,1475.00,1416.00
2022-02-01,SET394,SET394-KR-NP-XL,XL,1.00,1475.00,1416.00
2022-02-01,SET394,SET394-KR-NP-XS,XS,1.00,1475.00,1416.00
