catalog,category,weight
Colors-8,Kurta,0.3
Colors-8,Kurta,0.3
Colors-8,Kurta,0.3
Colors-8,Kurta,0.3
Colors-8,Kurta,0.3
Colors-8,Kurta,0.3
Colors-8,Kurta,0.3
Colors-8,Kurta,0.3
Colors-8,Kurta,0.3
Colors-8,Kurta,0.3
Colors-8,Kurta,0.3
Breeze-4,Kurta,0.3
Breeze-4,Kurta,0.3
Breeze-4,Kurta,0.3
Breeze-4,Kurta,0.3
Breeze-4,Kurta,0.3
Breeze-4,Kurta,0.3
Breeze-4,Kurta,0.3
Breeze-4,Kurta,0.3
Breeze-4,Kurta,0.3
Breeze-4,Kurta,0.3
Breeze-4,Kurta,0.3
Breeze-4,Kurta,0.3
Breeze-4,Kurta,0.3
